법정구역,2024년02월_계_총세대수,2024년02월_계_연령구간세대수,2024년02월_계_20~29세,2024년02월_계_30~39세,2024년02월_남_총세대수,2024년02월_남_연령구간세대수,2024년02월_남_20~29세,2024년02월_남_30~39세,2024년02월_여_총세대수,2024년02월_여_연령구간세대수,2024년02월_여_20~29세,2024년02월_여_30~39세,2030_1인가구_비율,2030(여성)_1인가구_비율,2030(남성)_1인가구_비율
당산동2가,1591.0,985.0,426,559,733.0,445.0,155,290,858.0,540.0,271,269,0.6191074795725958,0.6293706293706294,0.607094133697135
당산동3가,2503.0,1388.0,647,741,1223.0,671.0,264,407,1280.0,717.0,383,334,0.5545345585297643,0.56015625,0.5486508585445625
당산동4가,2178.0,1345.0,655,690,1028.0,641.0,261,380,1150.0,704.0,394,310,0.6175390266299358,0.6121739130434782,0.6235408560311284
당산동5가,2320.0,1604.0,720,884,851.0,568.0,190,378,1469.0,1036.0,530,506,0.6913793103448276,0.7052416609938734,0.6674500587544065
당산동6가,2082.0,1489.0,703,786,987.0,660.0,237,423,1095.0,829.0,466,363,0.7151777137367915,0.7570776255707763,0.668693009118541
당산동,3682.0,2995.0,"1,555","1,440",1545.0,1196.0,504,692,2137.0,1799.0,"1,051",748,0.8134166214014122,0.8418343472157229,0.7741100323624596
도림동,5263.0,2274.0,"1,037","1,237",2843.0,1222.0,484,738,2420.0,1052.0,553,499,0.43207296218886565,0.43471074380165287,0.429827646851917
문래동1가,160.0,44.0,23,21,110.0,22.0,11,11,50.0,22.0,12,10,0.275,0.44,0.2
문래동2가,227.0,67.0,24,43,125.0,42.0,16,26,102.0,25.0,8,17,0.29515418502202645,0.24509803921568626,0.336
문래동3가,1518.0,681.0,325,356,714.0,333.0,139,194,804.0,348.0,186,162,0.44861660079051385,0.43283582089552236,0.46638655462184875
문래동4가,218.0,58.0,28,30,120.0,34.0,13,21,98.0,24.0,15,9,0.26605504587155965,0.24489795918367346,0.2833333333333333
문래동5가,655.0,369.0,155,214,317.0,191.0,62,129,338.0,178.0,93,85,0.5633587786259542,0.5266272189349113,0.6025236593059937
문래동6가,1303.0,669.0,156,513,540.0,296.0,42,254,763.0,373.0,114,259,0.513430544896393,0.4888597640891219,0.5481481481481482
양평동1가,1338.0,714.0,369,345,636.0,349.0,140,209,702.0,365.0,229,136,0.5336322869955157,0.51994301994302,0.5487421383647799
양평동2가,2302.0,1353.0,503,850,1135.0,633.0,184,449,1167.0,720.0,319,401,0.5877497827975673,0.6169665809768637,0.5577092511013216
양평동3가,2315.0,1504.0,786,718,1057.0,664.0,272,392,1258.0,840.0,514,326,0.6496760259179266,0.6677265500794912,0.6281929990539262
양평동4가,2282.0,1510.0,684,826,1176.0,726.0,267,459,1106.0,784.0,417,367,0.6617002629272568,0.7088607594936709,0.6173469387755102
양평동5가,1245.0,831.0,337,494,533.0,350.0,119,231,712.0,481.0,218,263,0.6674698795180722,0.675561797752809,0.6566604127579737
양평동6가,1309.0,888.0,338,550,672.0,447.0,129,318,637.0,441.0,209,232,0.6783804430863254,0.6923076923076923,0.6651785714285714
양화동,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0
신길동,23540.0,9846.0,"4,699","5,147",12081.0,5209.0,"2,085","3,124",11459.0,4637.0,"2,614","2,023",0.41826677994902295,0.4046600925037089,0.4311729161493254
대림동,11662.0,4205.0,"2,063","2,142",5885.0,2301.0,963,"1,338",5777.0,1904.0,"1,100",804,0.36057280054879093,0.329582828457677,0.39099405267629567
양평동,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0
노량진동,11788.0,7097.0,"3,955","3,142",6660.0,4188.0,"2,091","2,097",5128.0,2909.0,"1,864","1,045",0.6020529351883271,0.5672776911076443,0.6288288288288288
상도동,25529.0,13315.0,"7,783","5,532",11982.0,6731.0,"3,665","3,066",13547.0,6584.0,"4,118","2,466",0.5215637118571037,0.4860116630988411,0.5617593056251043
상도1동,4534.0,3558.0,"2,920",638,2328.0,1916.0,"1,543",373,2206.0,1642.0,"1,377",265,0.7847375385972651,0.7443336355394379,0.8230240549828178
본동,2000.0,760.0,274,486,979.0,447.0,139,308,1021.0,313.0,135,178,0.38,0.30656219392752204,0.45658835546475995
흑석동,4680.0,2241.0,"1,452",789,2283.0,1253.0,768,485,2397.0,988.0,684,304,0.47884615384615387,0.4121818940342094,0.5488392466053439
동작동,457.0,94.0,22,72,190.0,57.0,13,44,267.0,37.0,9,28,0.20568927789934355,0.13857677902621723,0.3
사당동,23633.0,12343.0,"6,249","6,094",11093.0,5956.0,"2,601","3,355",12540.0,6387.0,"3,648","2,739",0.522278170355012,0.5093301435406699,0.5369151717299198
대방동,7665.0,4290.0,"2,243","2,047",3321.0,1896.0,841,"1,055",4344.0,2394.0,"1,402",992,0.5596868884540117,0.5511049723756906,0.5709123757904245
신대방동,9265.0,4866.0,"2,534","2,332",4404.0,2401.0,"1,074","1,327",4861.0,2465.0,"1,460","1,005",0.5252023745277927,0.507097305081259,0.5451861943687557
봉천동,77231.0,50902.0,"30,391","20,511",37871.0,25362.0,"13,579","11,783",39360.0,25540.0,"16,812","8,728",0.6590876720487887,0.6488821138211383,0.6696944891869768
신림동,95736.0,57754.0,"33,154","24,600",54423.0,33096.0,"17,080","16,016",41313.0,24658.0,"16,074","8,584",0.6032631403024985,0.5968581318229129,0.6081252411664186
남현동,5759.0,3824.0,"2,069","1,755",2917.0,1987.0,953,"1,034",2842.0,1837.0,"1,116",721,0.6640041673901719,0.6463757916959887,0.6811792937949949
방배동,13107.0,5278.0,"1,909","3,369",5576.0,2349.0,708,"1,641",7531.0,2929.0,"1,201","1,728",0.4026855878538186,0.38892577346965873,0.4212697274031564
양재동,8989.0,4389.0,"1,725","2,664",4655.0,2392.0,843,"1,549",4334.0,1997.0,882,"1,115",0.4882634330848815,0.46077526534379326,0.5138560687432868
우면동,3017.0,783.0,285,498,1296.0,428.0,141,287,1721.0,355.0,144,211,0.25952933377527343,0.2062754212667054,0.33024691358024694
원지동,56.0,8.0,4,4,38.0,4.0,3,1,18.0,4.0,1,3,0.14285714285714285,0.2222222222222222,0.10526315789473684
잠원동,4804.0,1736.0,594,"1,142",2020.0,844.0,262,582,2784.0,892.0,332,560,0.3613655287260616,0.3204022988505747,0.4178217821782178
반포동,8974.0,4072.0,"1,589","2,483",4284.0,2081.0,716,"1,365",4690.0,1991.0,873,"1,118",0.45375529306886564,0.4245202558635394,0.4857609710550887
서초동,19048.0,10541.0,"4,376","6,165",8447.0,4533.0,"1,529","3,004",10601.0,6008.0,"2,847","3,161",0.5533914321713566,0.5667389868880295,0.536640227299633
내곡동,785.0,181.0,75,106,379.0,116.0,51,65,406.0,65.0,24,41,0.23057324840764332,0.16009852216748768,0.30606860158311344
염곡동,176.0,49.0,9,40,94.0,28.0,4,24,82.0,21.0,5,16,0.2784090909090909,0.25609756097560976,0.2978723404255319
신원동,1230.0,484.0,179,305,554.0,208.0,61,147,676.0,276.0,118,158,0.3934959349593496,0.40828402366863903,0.37545126353790614
역삼동,24127.0,14404.0,"5,744","8,660",11797.0,6688.0,"2,296","4,392",12330.0,7716.0,"3,448","4,268",0.5970075019687487,0.6257907542579075,0.5669237941849623
개포동,9245.0,2746.0,896,"1,850",3986.0,1419.0,403,"1,016",5259.0,1327.0,493,834,0.297025419145484,0.2523293401787412,0.3559959859508279
청담동,4353.0,1992.0,739,"1,253",1725.0,762.0,218,544,2628.0,1230.0,521,709,0.45761543762922124,0.4680365296803653,0.44173913043478263
삼성동,8052.0,3959.0,"1,369","2,590",3634.0,1807.0,532,"1,275",4418.0,2152.0,837,"1,315",0.49167908594138104,0.4870982344952467,0.4972482113373693
대치동,8430.0,3854.0,"1,467","2,387",3857.0,1871.0,666,"1,205",4573.0,1983.0,801,"1,182",0.4571767497034401,0.43363218893505356,0.48509204044594245
신사동,3137.0,1565.0,600,965,1444.0,718.0,251,467,1693.0,847.0,349,498,0.4988842843481033,0.5002953337271117,0.49722991689750695
논현동,15793.0,8968.0,"3,571","5,397",7396.0,4097.0,"1,412","2,685",8397.0,4871.0,"2,159","2,712",0.5678465142784778,0.5800881267119209,0.5539480800432667
압구정동,2118.0,345.0,77,268,788.0,188.0,35,153,1330.0,157.0,42,115,0.16288951841359772,0.11804511278195488,0.23857868020304568
세곡동,1380.0,428.0,123,305,558.0,203.0,49,154,822.0,225.0,74,151,0.3101449275362319,0.2737226277372263,0.36379928315412186
자곡동,5080.0,2743.0,"1,198","1,545",2051.0,1022.0,325,697,3029.0,1721.0,873,848,0.5399606299212598,0.5681743149554308,0.49829351535836175
율현동,568.0,191.0,55,136,264.0,95.0,24,71,304.0,96.0,31,65,0.3362676056338028,0.3157894736842105,0.35984848484848486
일원동,5225.0,1990.0,813,"1,177",2308.0,906.0,326,580,2917.0,1084.0,487,597,0.38086124401913873,0.3716146726088447,0.3925476603119584
수서동,4762.0,750.0,195,555,1849.0,340.0,61,279,2913.0,410.0,134,276,0.15749685006299874,0.14074836937864743,0.1838831800973499
도곡동,4787.0,1879.0,652,"1,227",2137.0,963.0,309,654,2650.0,916.0,343,573,0.39252141215792774,0.3456603773584906,0.45063172671970053
잠실동,13899.0,6612.0,"2,575","4,037",6220.0,3067.0,"1,017","2,050",7679.0,3545.0,"1,558","1,987",0.4757176775307576,0.4616486521682511,0.4930868167202572
신천동,2018.0,460.0,114,346,714.0,219.0,47,172,1304.0,241.0,67,174,0.22794846382556988,0.1848159509202454,0.3067226890756303
풍납동,6414.0,2530.0,"1,240","1,290",2855.0,1078.0,380,698,3559.0,1452.0,860,592,0.3944496414094169,0.40797976959820176,0.3775831873905429
송파동,8560.0,4944.0,"1,979","2,965",3821.0,2266.0,770,"1,496",4739.0,2678.0,"1,209","1,469",0.577570093457944,0.5650981219666597,0.593038471604292
석촌동,9630.0,5258.0,"2,045","3,213",4583.0,2373.0,770,"1,603",5047.0,2885.0,"1,275","1,610",0.5460020768431983,0.5716267089360015,0.5177831114990181
삼전동,9133.0,4954.0,"1,955","2,999",4155.0,2240.0,775,"1,465",4978.0,2714.0,"1,180","1,534",0.5424285557867076,0.545198875050221,0.5391095066185319
가락동,10009.0,4151.0,"1,507","2,644",4989.0,2196.0,674,"1,522",5020.0,1955.0,833,"1,122",0.4147267459286642,0.3894422310756972,0.4401683704149128
문정동,14919.0,8962.0,"3,336","5,626",6893.0,4064.0,"1,256","2,808",8026.0,4898.0,"2,080","2,818",0.6007105033849454,0.6102666334413157,0.5895836355723197
장지동,2507.0,438.0,86,352,1001.0,256.0,40,216,1506.0,182.0,46,136,0.1747108097327483,0.12084993359893759,0.25574425574425574
방이동,12763.0,7449.0,"3,212","4,237",5467.0,3052.0,"1,060","1,992",7296.0,4397.0,"2,152","2,245",0.5836402099819792,0.6026589912280702,0.558258642765685
오금동,4953.0,1435.0,490,945,2281.0,769.0,214,555,2672.0,666.0,276,390,0.28972339995962043,0.24925149700598803,0.3371328364752302
거여동,6534.0,1834.0,603,"1,231",3128.0,950.0,256,694,3406.0,884.0,347,537,0.28068564432200793,0.2595419847328244,0.3037084398976982
마천동,7309.0,1380.0,486,894,4001.0,856.0,274,582,3308.0,524.0,212,312,0.18880831851142427,0.15840386940749698,0.2139465133716571
명일동,4392.0,1593.0,694,899,1889.0,733.0,242,491,2503.0,860.0,452,408,0.36270491803278687,0.3435876947662805,0.3880359978824775
고덕동,3800.0,1040.0,340,700,1960.0,611.0,170,441,1840.0,429.0,170,259,0.2736842105263158,0.23315217391304346,0.31173469387755104
상일동,3809.0,1286.0,465,821,1628.0,618.0,157,461,2181.0,668.0,308,360,0.337621422945655,0.3062815222375057,0.3796068796068796
길동,10331.0,4439.0,"2,160","2,279",4978.0,2014.0,801,"1,213",5353.0,2425.0,"1,359","1,066",0.4296776691510986,0.4530169998131889,0.40458015267175573
둔촌동,3560.0,1296.0,507,789,1708.0,658.0,219,439,1852.0,638.0,288,350,0.36404494382022473,0.3444924406047516,0.38524590163934425
암사동,10010.0,3169.0,"1,216","1,953",5004.0,1686.0,563,"1,123",5006.0,1483.0,653,830,0.3165834165834166,0.2962445065920895,0.3369304556354916
성내동,15065.0,6712.0,"3,239","3,473",7213.0,3135.0,"1,285","1,850",7852.0,3577.0,"1,954","1,623",0.44553601062064385,0.4555527254202751,0.43463191459864137
천호동,23239.0,9638.0,"4,428","5,210",11410.0,4394.0,"1,644","2,750",11829.0,5244.0,"2,784","2,460",0.414733852575412,0.44331727111336544,0.3851007887817704
강일동,3649.0,865.0,320,545,1498.0,421.0,139,282,2151.0,444.0,181,263,0.23705124691696355,0.20641562064156208,0.281041388518024
